final_review_id	case_type	claim_or_scope_id	prior_review_ids	source_record	source_locus	result	severity_if_failed	profile_ruling	evidence_summary	required_action_if_failed	notes
FA-142	architecture	prior-finding:S4-005	S4-005	artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08377a-f81e2c23; bible:douay-rheims:Mark.15.33	Maas, Chronology of the Life of Jesus Christ, the day of the death and John 18:28; Mark 15:33	PASS	-	admissible - rank 6, the article's own argument, disputed against Howlett's 14 Nisan	The claim S4-005 names is still crucifixion#5 at HEAD, identified by basis: Maas's 15 Nisan. Both basis quotations reopened at source and verbatim - "were called also pasch and were eaten on 15 Nisan" and "Jesus died on Friday, the fifteenth day of Nisan." Precision month-day with no year is right, the year being held as separate claims. Nisan as month 1 of the hebrew calendar rests on the ground the note gives and the tracked Douay bears it out: Ex 12:2 and Esth 3:7, both read at source. The event-level note no longer quotes "from the sixth hour to the ninth hour": that string appears nowhere in the authored corpus at HEAD, only inside review artifacts quoting the finding. It stood at 2330d63a5:events.yaml:353 and was gone by 214797e78. The note now prints Mark 15:33 exactly and Mark 15:25 and John 19:14 as exact substrings, all three checked against the tracked chapter JSON. Nothing in the date, label, basis or disposition of crucifixion#5 changed: no manifest row exists for any life-of-christ.crucifixion claim, and the object diff over 2330d63a5..HEAD produces none, so the fix touched the shared note only, as S4-005 required.	-	The retained extraction of CE vol. 8 prints the John 13:1 paragraph twice, an artifact of the page or the extraction, not of the corpus. The Christmas-article clause "duobus Geminis coss." that S4-005 could not verify is still unverifiable here - artifact 03724b-0b10cf9e is registered with hash and provenance but has no retained bytes - and it asserts no date of its own. prior_result says PASS; S4-005 was CHANGES_REQUIRED - see FA-135.
FA-143	architecture	prior-finding:STALEHEAD	STALEHEAD	-	post-audit-correction-report.md line 9; post-audit-rereview-report.md lines 4 and 8; the six commits 15213f79c..214797e78	CHANGES_REQUIRED	minor	n/a - review bookkeeping	EVERY FACT THE SUPERSESSION BLOCK ASSERTS IS TRUE. git log 15213f79c..214797e78 is exactly six commits: 82e6a1bff, 70a1592f0, 6020503f8, bff00167f, 1f7f412bf, 214797e78. git diff --stat over them touches PROJECT-WORK.md, promised-deliverables.toml, README.md, post-audit-correction-report.md, post-audit-rereview-manifest.tsv, four derived web JSON files, src/web/data/structure/sources/index.json, tests/tools/scripture-chronology.test, tools/scripture-chronology and tools/source-reader. No chronology YAML, no coverage.tsv, no scripts/ file - confirmed. The two tools/ diffs are inside their stored EXAMPLES transcripts only, not behaviour, and their recaptured numbers (279 events, 62 units, 375 bindings, 21 gaps, 16 504 / 12 541 / 6 764) independently corroborate my own coverage figures. bff00167f does change a shell gate's ASSERTION in tests/tools/scripture-chronology.test, replacing "refuses outright" with a two-axis assertion, so the report's implicit nothing-but-recording is indeed too strong and the block says so. 15213f79c is verifiably the last corpus-affecting commit before 214797e78. All four shas in final-repair-report.md's head block are correct - 2330d63a5e13..., 214797e784be..., fdab026bed84..., 277828584 == origin/main - and fdab026be did add post-audit-rereview-report.md and post-audit-rereview-findings.tsv, unmodified since (git log fdab026be..HEAD on those two paths is empty). post-audit-rereview-findings.tsv line 31 does cite the report by line number, its manifest_row cell reading exactly "post-audit-correction-report.md line 9", and line 9 of the report is the "correction final HEAD: 15213f79ca..." line. THE RULING. Leaving a false statement standing, superseded only in another file, is NOT acceptable here, on this corpus's own discipline. Everywhere else this corpus withdraws a fact it records the withdrawal AT THE PLACE THE FACT STOOD - the-exodus's note, saul-accession's note, temple-begun's subject note, guidance 6.1 naming both claimless events - and guidance 9 states the rule as absence is data and must have somewhere to live. The repair lane applied the opposite rule to its own artifacts. The stated dilemma is also FALSE: preserving the cited line and disclosing the supersession are not in conflict, because a line inserted AFTER line 9 leaves line 9 byte-identical and still at line 9, so the published finding stays reproducible. The lane presented rewrite and leave-alone as the only two options and did not consider it. DISCOVERABILITY: verified absent. post-audit-correction-report.md contains no occurrence of final-repair-report, supersede or superseded; post-audit-rereview-report.md likewise, and its line 4 "review target: 214797e78 (branch feature/bible-dating, == HEAD)" and line 8 "branch advanced beyond the target: no" stand bare. The only route to the supersession is the README's file table, which lists final-repair-report.md but says nothing about either artifact being stale. A reader who opens either file directly - which is exactly what a line-number citation invites - receives a false statement with no signpost. One further point against the immutability argument: the report was itself edited three times inside the very range at issue (bff00167f, 1f7f412bf, 214797e78), so it is not an immutable artifact, and final-repair-report.md's own list of the four immutable files does not include it.	Insert one line immediately BELOW line 9 of post-audit-correction-report.md, inside the same fenced block, reading in substance: superseded - see src/sources/chronology/final-repair-report.md, head references, for the branch head and for what the six later commits changed. Nothing at or above line 9 may move, so post-audit-rereview-findings.tsv's citation stays reproducible byte for byte. Add the same one-line forward pointer to post-audit-rereview-report.md below its line 8. Then say in final-repair-report.md's head block that the pointers exist, so the supersession is reachable from either end.	No chronology fact is affected and the review target is unambiguous. This is a discoverability defect in the review record, not a corpus defect, and the correction is two lines.
FA-144	architecture	prior-finding:V-004	V-004	artifact.english-college-of-douay.douay-rheims-bible.challoner-gutenberg-1581.deuterocanon-numbering-68ea757a	greek | EsthGr.15.10; vulgate Esth 15:13-14	CHANGES_REQUIRED	major	n/a - axis and universe accounting	THE NARROW FIX HOLDS. query EsthGr.15.10 --system greek --json returns chronology_status research-pending with reason "no ranked source has been inspected for this locus yet" - a section 9 chronology status - beside mapping {status: textually-distinct, reached: null, note: "greek EsthGr 15:10 is vulgate Esth 15:13-14 in vulgate, which is more than one verse, and a reference to one verse cannot select it without cutting it"}. No mapping word stands in the chronology axis. THE WITNESS PRINTS THE LOCUS: read out of the tracked verse text for the greek system's own witness rather than inferred from a chapter range - _deuterocanon.WITNESSES["greek"] is the Revised Version, and revised-version-1895/chapters/EsthGr/15.json prints verses 1-16, verse 10 reading "thou shalt not die, for our commandment is for our subjects: come near." NON-COERCION PROVEN BY EXPERIMENT on a scratch copy outside the repository: authoring a gap row scoped {system: greek, book: EsthGr, chapter: 15, first: 10, last: 10} moved the chronology axis from research-pending to undated-in-tradition while mapping stayed textually-distinct with its note unchanged. DEFECT 1 - THE AUTHORING ROUTE IS STILL COERCED AND STILL BROKEN. The same scratch corpus FAILS validate, exit 70, with the bare unhandled message "scripture-chronology: 'EsthGr'". Traced: _chronology.audit's gap-overlap gate calls chronology(Locus(CANONICAL_SYSTEM, span.token, span.chapter, verse)) - _chronology.py line 2426 - hard-coding the vulgate system and discarding the scope's declared system; that reaches _by_book, line 1683, which keys its gap index by span.token over the canonical book list and raises KeyError('EsthGr') because no vulgate canon holds that token. The READ path is system-aware (lines 1833 and 1959 filter gap scopes by s.system == locus.system); the VALIDATE path is not. So the corpus can be made to answer from a native gap row but cannot be validated with one, and this locus's research-pending is a state it cannot leave. This is the residue of cold-audit V-016, coverage.native.no-authoring-route. DEFECT 2 - THE DISPOSITION HALF OF V-004 IS UNADDRESSED. V-004's recommended_action opens "Disposition: mapping-only alias / duplicate" and argues that this text is Vulgate Esth 15:13-14, already in the primary universe, that guidance 9.3 says an alternate numbering of a safely corresponding locus is not new Scripture and is not counted, and that the refusal is a point-vs-run artefact of the API. I confirm all of it at source: the tracked concordance carries the row vulgate Esth 15:13-14 <-> greek EsthGr 15:10 with relation merged-right and opening words "thou shalt not die for this law" / "thou shalt not die for our commandment", so the correspondence IS recorded; tracked Douay Esth 15:13 is "Thou shalt not die: for this law is not made for thee, but for all others." and 15:14 is "Come near then, and touch the sceptre.", which is exactly the RV's one verse; and both vulgate verses answer composition-only today. Yet coverage --json still counts EsthGr.15.10 among the greek additional_loci (1 356 = 1 355 Ecclus + this one), i.e. as text the Vulgate does not carry - the one thing the concordance itself denies. post-audit-corrections.tsv records the correction as "no data changed", so this half was never acted on.	(a) Make the validate path system-aware: pass span.system rather than CANONICAL_SYSTEM into the Locus that _chronology.audit builds for each gap scope, and make _by_book index native-system scopes under their own system rather than raising KeyError on a non-vulgate token; add a test that authors a native gap row in each enumerable system and asserts validate exits 0. (b) Rule the counting question explicitly: either dedupe a locus whose concordance row records a merged-right correspondence into the primary universe, per guidance 9.3's own words, and restate the declared universe accordingly; or amend guidance 9.3 to say that a merged correspondence counts as additional because the point API cannot return a run, and say so in the coverage output. Do not leave the corpus asserting additional Scripture that its own concordance maps.	The mapping refusal note is honest and names the correspondence it cannot return, which is why the defect is countable rather than hidden. prior_result says PASS; V-004 was CHANGES_REQUIRED - see FA-135.
FA-145	architecture	prior-finding:V-005	V-005	artifact.english-college-of-douay.douay-rheims-bible.challoner-gutenberg-1581.deuterocanon-numbering-68ea757a	world-english-catholic | Dan.3.71; vulgate/Clementine Dan 3:67; greek SgThree 1:45, 1:48, 1:49	CHANGES_REQUIRED	major	n/a - axis and universe accounting	THE NARROW FIX HOLDS. query Dan.3.71 --system world-english-catholic --json returns chronology_status research-pending beside mapping {status: textually-distinct, reached: null} with a typed note. THE WITNESS PRINTS THE LOCUS: world-english-bible-catholic/chapters/Dan/3.json prints 3:71 as "O you cold and heat, bless the Lord! Praise and exalt him above all forever!" NON-COERCION PROVEN BY EXPERIMENT on a scratch copy: with a gap row scoped {system: world-english-catholic, book: Dan, chapter: 3, first: 71, last: 71}, query Dan.3.71 --system world-english-catholic moved to undated-in-tradition with mapping unchanged, while vulgate query Dan.3.71 still answered dated with its two assertions - so the native row neither took its status from the mapping axis nor leaked into the primary universe. DEFECT 1 - THE AUTHORING ROUTE IS COERCED. That same scratch corpus is REFUSED by validate with "gap undated-in-tradition covers Dan.3.71, which carries 2 assertion(s); a gap says the corpus has nothing, and it has something". The gate asked the wrong verse: _chronology.audit builds Locus(CANONICAL_SYSTEM, ...) from the gap scope and discards its declared system, so it checked VULGATE Dan 3:71, "O ye nights and days", instead of world-english-catholic Dan 3:71, "O you cold and heat". Read path system-aware, validate path not - the same defect as FA-144, one line apart. DEFECT 2 - V-005'S NOTE ALSO IS UNFIXED AND I REPRODUCE IT. The tracked concordance row (deuterocanon-numbering.tsv line 120) and the live mapping note both say "nothing in the tracked text settles which of the Greek's 45 and 49 this is". The greek arrangement's own witness, _deuterocanon.WITNESSES["greek"] = the Revised Version, does NOT print SgThree 1:45, 1:46 or 1:49: revised-version-1895/chapters/SgThree/1.json holds verses 1-44, 47, 48, 50-68, and prints the cold couplet inside 1:48, "O ye light and darkness, bless ye the Lord: praise and exalt him above all for ever. O ye cold and heat, bless ye the Lord: praise and exalt him above all for ever." Corroboration from the concordance itself: its vulgate<->greek rows for SgThree 1:45, 1:46 and 1:49 are the only ones in that run with an EMPTY right_opening column, i.e. the compiler could not read those verses out of the greek witness. The control edition, the King James, does print 1:45 and 1:49, but as "O ye winter and summer" and "O ye ice and cold" - neither reads cold and heat - so even against the control the stated ambiguity does not hold in the form the note gives it. post-audit-corrections.tsv records the V-005 correction as "no data changed", so this was never acted on. DEFECT 3 - THE DISPOSITION HALF IS UNADDRESSED. V-005 states this locus is a mapping-only alias whose text is already in the primary universe, and I confirm it: tracked Clementine Dan 3:67 is "Benedicite, frigus et aestus, Domino: laudate et superexaltate eum in saecula." and tracked Douay Dan 3:67 is "O ye cold and heat, bless the Lord, praise and exalt him above all for ever." - the same couplet, and that vulgate locus answers dated. Yet coverage --json still counts Dan.3.71 among the six world-english-catholic additional_loci, i.e. as text the primary universe does not carry, which is the double count guidance 9.3's second point exists to forbid.	(a) Same as FA-144(a): make the validate-time gap gate and _by_book honour a scope's declared system instead of coercing it to the vulgate. (b) Correct the refusal reason in deuterocanon-numbering.tsv and in the artifact record's provenance note so that it does not rest on greek SgThree 1:45 and 1:49, which the greek witness does not print; state the ambiguity in terms of what the RV actually prints - a merged 1:48 carrying both light-and-darkness and cold-and-heat - or in terms of the control edition if the control is what the compiler used, and say which. (c) Rule the counting question: this couplet stands in the primary universe at vulgate Dan 3:67, so either dedupe it out of the world-english-catholic additional_loci and restate the declared universe, or state in guidance 9.3 why an unmappable-to-greek locus is counted as additional when the vulgate demonstrably prints the same words.	V-005 rated the underlying finding major and it is still major on the counting half. The axis half is genuinely fixed and should not be reopened.
FA-146	architecture	prior-finding:V-006	V-006	artifact.english-college-of-douay.douay-rheims-bible.challoner-gutenberg-1581.deuterocanon-numbering-68ea757a	world-english-catholic | Esth.1.1; the Vulgate text it corresponds to (Vulgate Esth 1:1 and addition A = Vulgate Esth 11:2-12:6)	PASS	-	Not engaged. The object is the tool's two-axis contract and the tracked witness's own printed text, not a dated authority; no chronology claim is authored, moved or withdrawn under catholic-traditional-v1 by any of these cases.	"Prior finding V-006 (cold-audit-findings.tsv, cold-audit-report.md) said `query Esth.1.1 --system world-english-catholic --json` returned chronology_status 'textually-distinct' with assertions [], a MAPPING word filed in the chronology axis, and that no route to any section 9 status existed because gaps were consulted only after a successful to_canonical and no scope could name a native system. AT HEAD (5b4fe31c0) the real output is: {""chronology_status"":""research-pending"", ""mapping"":{""status"":""textually-distinct"",""reached"":null,""note"":""world-english-catholic Esth 1:1 is not mapped onto greek: this edition prints the whole of addition A inside its 1:1, so no number here addresses a verse of it"",""system"":""world-english-catholic""}, ""reason"":""no ranked source has been inspected for this locus yet"", ""assertions"":[]}. Two separate axes; research-pending is in the section 9 status table and the mapping refusal carries its own typed note. NON-COERCION PROVED BY CONSTRUCTION: on a scratch copy of src/sources/chronology I authored a gap row scoped {system: world-english-catholic, book: Esth, chapter: 1, first: 1, last: 1} and re-queried with --root; chronology_status moved research-pending -> undated-in-tradition with the authored reason, while mapping.status stayed 'textually-distinct' with the identical note. Neither axis coerces the other. WITNESS PRINTS IT: read past _printed to the tracked bytes src/sources/works/ebible-org/world-english-bible/editions/catholic-eng-web-c/artifacts/verse-text-19-esther-03014412/19-esther.tsv; the row for this locus is present and carries 2105 characters of text. NO DOUBLE COUNT: the Vulgate text it contains (Vulgate Esth 1:1 and addition A = Vulgate Esth 11:2-12:6) is already in the 35 809-locus primary universe and every one of those loci answers composition-only at HEAD (verified by query). coverage --json at HEAD reports world-english-catholic printed_loci 2094, safely_shared 730, same_text_as_a_system_already_counted 1358, additional_loci 6, by_status {research-pending: 6} - no mapping word anywhere in a chronology status table; top-level by_status textually-distinct 0, not-alignable 0. Guidance 3.0.1 and 9 at HEAD state the two-axis rule and 15.1(9) records the failure. validate exit 0, check 'coverage table current: 1880 rows'."	-	Manifest row faithful to the prior finding. Observation, not a defect: a direct query for a WEC locus the witness does NOT print (e.g. Esth.4.6 --system world-english-catholic) still answers mapping status 'textually-distinct' with note 'no correspondence is recorded ...' rather than naming the not-in-this-edition fact the verse-aliases table records in the greek->WEC direction. It is counted nowhere, so no coverage claim depends on it.
FA-147	architecture	prior-finding:V-007	V-007	artifact.english-college-of-douay.douay-rheims-bible.challoner-gutenberg-1581.deuterocanon-numbering-68ea757a	world-english-catholic | Esth.3.13; the Vulgate text it corresponds to (Vulgate Esth 3:13 and addition B = Vulgate Esth 13:1-7)	PASS	-	Not engaged. The object is the tool's two-axis contract and the tracked witness's own printed text, not a dated authority; no chronology claim is authored, moved or withdrawn under catholic-traditional-v1 by any of these cases.	"Prior finding V-007 (cold-audit-findings.tsv, cold-audit-report.md) said `query Esth.3.13 --system world-english-catholic --json` returned chronology_status 'textually-distinct' with assertions [], a MAPPING word filed in the chronology axis, and that no route to any section 9 status existed because gaps were consulted only after a successful to_canonical and no scope could name a native system. AT HEAD (5b4fe31c0) the real output is: {""chronology_status"":""research-pending"", ""mapping"":{""status"":""textually-distinct"",""reached"":null,""note"":""world-english-catholic Esth 3:13 is not mapped onto greek: this edition prints the whole of addition B inside its 3:13"",""system"":""world-english-catholic""}, ""reason"":""no ranked source has been inspected for this locus yet"", ""assertions"":[]}. Two separate axes; research-pending is in the section 9 status table and the mapping refusal carries its own typed note. NON-COERCION PROVED BY CONSTRUCTION: on a scratch copy of src/sources/chronology I authored a gap row scoped {system: world-english-catholic, book: Esth, chapter: 3, first: 13, last: 13} and re-queried with --root; chronology_status moved research-pending -> undated-in-tradition with the authored reason, while mapping.status stayed 'textually-distinct' with the identical note. Neither axis coerces the other. WITNESS PRINTS IT: read past _printed to the tracked bytes src/sources/works/ebible-org/world-english-bible/editions/catholic-eng-web-c/artifacts/verse-text-19-esther-03014412/19-esther.tsv; the row for this locus is present and carries 2086 characters of text. NO DOUBLE COUNT: the Vulgate text it contains (Vulgate Esth 3:13 and addition B = Vulgate Esth 13:1-7) is already in the 35 809-locus primary universe and every one of those loci answers composition-only at HEAD (verified by query). coverage --json at HEAD reports world-english-catholic printed_loci 2094, safely_shared 730, same_text_as_a_system_already_counted 1358, additional_loci 6, by_status {research-pending: 6} - no mapping word anywhere in a chronology status table; top-level by_status textually-distinct 0, not-alignable 0. Guidance 3.0.1 and 9 at HEAD state the two-axis rule and 15.1(9) records the failure. validate exit 0, check 'coverage table current: 1880 rows'."	-	Manifest row faithful to the prior finding. Observation, not a defect: a direct query for a WEC locus the witness does NOT print (e.g. Esth.4.6 --system world-english-catholic) still answers mapping status 'textually-distinct' with note 'no correspondence is recorded ...' rather than naming the not-in-this-edition fact the verse-aliases table records in the greek->WEC direction. It is counted nowhere, so no coverage claim depends on it.
FA-148	architecture	prior-finding:V-008	V-008	artifact.english-college-of-douay.douay-rheims-bible.challoner-gutenberg-1581.deuterocanon-numbering-68ea757a	world-english-catholic | Esth.4.6; scripts/_deuterocanon.py `_printed('world-english-catholic')` and src/sources/works/ebible-org/world-english-bible/editions/catholic-eng-web-c/artifacts/verse-text-19-esther-03014412/19-esther.tsv	PASS	-	Not engaged. The object is the tool's two-axis contract and the tracked witness's own printed text, not a dated authority; no chronology claim is authored, moved or withdrawn under catholic-traditional-v1 by any of these cases.	_printed: ('Esth',4,6) in _deuterocanon._printed('world-english-catholic') is FALSE; the function returns 2094 keys and its Esther 4 numbering is 1-5, 7-47. PAST THE FUNCTION, in the tracked bytes src/sources/works/ebible-org/world-english-bible/editions/catholic-eng-web-c/artifacts/verse-text-19-esther-03014412/19-esther.tsv, the rows run 4:5 straight to 4:7: '...So Esther called for her chamberlain Hathach...' is immediately followed by '...Mordecai showed him what was done...' with no verse 6 between them. The edition's own concordance says so in words: src/sources/works/ebible-org/world-english-bible/editions/catholic-eng-web-c/artifacts/verse-aliases-2885816a/verse-aliases.tsv carries `Esth.4.6\t\tnot-in-this-edition\tgreek Esth 4:6 has no counterpart in world-english-catholic: this edition does not print Esther 4:6` - one of only 7 not-in-this-edition rows in that 1798-row table. COVERAGE AT HEAD NO LONGER COUNTS IT: coverage --json reports world-english-catholic printed_loci 2094 (= len(_printed), and = the 2094 distinct loci I counted line by line from the witness TSVs for the three books this system addresses: Dan 530 + Ecclus 1359 + Esth 205), additional_loci 6, and enumerating the additional set myself gives exactly Dan 3:71, Esth 1:1, 3:13, 5:1, 5:2, 8:13 - this locus is not among them and is not in _system_loci at all. _system_loci now returns sorted(_printed) rather than a min..max chapter fill. THE DEFECT WAS REAL: extracting the tree at 2330d63a5 and running its own code, _printed returned 2094 while _system_loci returned 2131, and ('Esth',4,6) was absent from the first and present in the second. Nothing was lost by the removal: the greek witness and the tracked Douay both print Esth 4:6, the greek locus maps safely to the Vulgate (mapping status 'shared', reached Esth.4.6) and both answer composition-only under the Book of Esther unit.	-	Manifest defect_class `locus-counted-that-the-witness-does-not-print` is faithful to the finding's substance and is MORE accurate than the finding's own issue_type column, which carries the same boilerplate `mapping-status-standing-in-for-chronology-status` value across V-006..V-013; the row's recommended_action and the report body both read 'should be excluded from supported universe' and 'NOT PRINTED BY ANY WITNESS'.
FA-149	architecture	prior-finding:V-009	V-009	artifact.english-college-of-douay.douay-rheims-bible.challoner-gutenberg-1581.deuterocanon-numbering-68ea757a	world-english-catholic | Esth.5.1; the Vulgate text it corresponds to (addition D = Vulgate Esth 15:4-19)	PASS	-	Not engaged. The object is the tool's two-axis contract and the tracked witness's own printed text, not a dated authority; no chronology claim is authored, moved or withdrawn under catholic-traditional-v1 by any of these cases.	"Prior finding V-009 (cold-audit-findings.tsv, cold-audit-report.md) said `query Esth.5.1 --system world-english-catholic --json` returned chronology_status 'textually-distinct' with assertions [], a MAPPING word filed in the chronology axis, and that no route to any section 9 status existed because gaps were consulted only after a successful to_canonical and no scope could name a native system. AT HEAD (5b4fe31c0) the real output is: {""chronology_status"":""research-pending"", ""mapping"":{""status"":""textually-distinct"",""reached"":null,""note"":""world-english-catholic Esth 5:1-2 is not mapped onto greek: this edition prints the whole of addition D inside its 5:1 and 5:2"",""system"":""world-english-catholic""}, ""reason"":""no ranked source has been inspected for this locus yet"", ""assertions"":[]}. Two separate axes; research-pending is in the section 9 status table and the mapping refusal carries its own typed note. NON-COERCION PROVED BY CONSTRUCTION: on a scratch copy of src/sources/chronology I authored a gap row scoped {system: world-english-catholic, book: Esth, chapter: 5, first: 1, last: 1} and re-queried with --root; chronology_status moved research-pending -> undated-in-tradition with the authored reason, while mapping.status stayed 'textually-distinct' with the identical note. Neither axis coerces the other. WITNESS PRINTS IT: read past _printed to the tracked bytes src/sources/works/ebible-org/world-english-bible/editions/catholic-eng-web-c/artifacts/verse-text-19-esther-03014412/19-esther.tsv; the row for this locus is present and carries 1228 characters of text. NO DOUBLE COUNT: the Vulgate text it contains (addition D = Vulgate Esth 15:4-19) is already in the 35 809-locus primary universe and every one of those loci answers composition-only at HEAD (verified by query). coverage --json at HEAD reports world-english-catholic printed_loci 2094, safely_shared 730, same_text_as_a_system_already_counted 1358, additional_loci 6, by_status {research-pending: 6} - no mapping word anywhere in a chronology status table; top-level by_status textually-distinct 0, not-alignable 0. Guidance 3.0.1 and 9 at HEAD state the two-axis rule and 15.1(9) records the failure. validate exit 0, check 'coverage table current: 1880 rows'."	-	Manifest row faithful to the prior finding. Observation, not a defect: a direct query for a WEC locus the witness does NOT print (e.g. Esth.4.6 --system world-english-catholic) still answers mapping status 'textually-distinct' with note 'no correspondence is recorded ...' rather than naming the not-in-this-edition fact the verse-aliases table records in the greek->WEC direction. It is counted nowhere, so no coverage claim depends on it.
FA-150	architecture	prior-finding:V-010	V-010	artifact.english-college-of-douay.douay-rheims-bible.challoner-gutenberg-1581.deuterocanon-numbering-68ea757a	world-english-catholic | Esth.5.2; the Vulgate text it corresponds to (the sceptre passage at Vulgate Esth 15:15ff)	PASS	-	Not engaged. The object is the tool's two-axis contract and the tracked witness's own printed text, not a dated authority; no chronology claim is authored, moved or withdrawn under catholic-traditional-v1 by any of these cases.	"Prior finding V-010 (cold-audit-findings.tsv, cold-audit-report.md) said `query Esth.5.2 --system world-english-catholic --json` returned chronology_status 'textually-distinct' with assertions [], a MAPPING word filed in the chronology axis, and that no route to any section 9 status existed because gaps were consulted only after a successful to_canonical and no scope could name a native system. AT HEAD (5b4fe31c0) the real output is: {""chronology_status"":""research-pending"", ""mapping"":{""status"":""textually-distinct"",""reached"":null,""note"":""world-english-catholic Esth 5:1-2 is not mapped onto greek: this edition prints the whole of addition D inside its 5:1 and 5:2"",""system"":""world-english-catholic""}, ""reason"":""no ranked source has been inspected for this locus yet"", ""assertions"":[]}. Two separate axes; research-pending is in the section 9 status table and the mapping refusal carries its own typed note. NON-COERCION PROVED BY CONSTRUCTION: on a scratch copy of src/sources/chronology I authored a gap row scoped {system: world-english-catholic, book: Esth, chapter: 5, first: 2, last: 2} and re-queried with --root; chronology_status moved research-pending -> undated-in-tradition with the authored reason, while mapping.status stayed 'textually-distinct' with the identical note. Neither axis coerces the other. WITNESS PRINTS IT: read past _printed to the tracked bytes src/sources/works/ebible-org/world-english-bible/editions/catholic-eng-web-c/artifacts/verse-text-19-esther-03014412/19-esther.tsv; the row for this locus is present and carries 400 characters of text. NO DOUBLE COUNT: the Vulgate text it contains (the sceptre passage at Vulgate Esth 15:15ff) is already in the 35 809-locus primary universe and every one of those loci answers composition-only at HEAD (verified by query). coverage --json at HEAD reports world-english-catholic printed_loci 2094, safely_shared 730, same_text_as_a_system_already_counted 1358, additional_loci 6, by_status {research-pending: 6} - no mapping word anywhere in a chronology status table; top-level by_status textually-distinct 0, not-alignable 0. Guidance 3.0.1 and 9 at HEAD state the two-axis rule and 15.1(9) records the failure. validate exit 0, check 'coverage table current: 1880 rows'."	-	Manifest row faithful to the prior finding. Observation, not a defect: a direct query for a WEC locus the witness does NOT print (e.g. Esth.4.6 --system world-english-catholic) still answers mapping status 'textually-distinct' with note 'no correspondence is recorded ...' rather than naming the not-in-this-edition fact the verse-aliases table records in the greek->WEC direction. It is counted nowhere, so no coverage claim depends on it.
FA-151	architecture	prior-finding:V-011	V-011	artifact.english-college-of-douay.douay-rheims-bible.challoner-gutenberg-1581.deuterocanon-numbering-68ea757a	world-english-catholic | Esth.8.13; the Vulgate text it corresponds to (Vulgate Esth 8:13 and addition E = Vulgate Esth 16:1-24)	PASS	-	Not engaged. The object is the tool's two-axis contract and the tracked witness's own printed text, not a dated authority; no chronology claim is authored, moved or withdrawn under catholic-traditional-v1 by any of these cases.	"Prior finding V-011 (cold-audit-findings.tsv, cold-audit-report.md) said `query Esth.8.13 --system world-english-catholic --json` returned chronology_status 'textually-distinct' with assertions [], a MAPPING word filed in the chronology axis, and that no route to any section 9 status existed because gaps were consulted only after a successful to_canonical and no scope could name a native system. AT HEAD (5b4fe31c0) the real output is: {""chronology_status"":""research-pending"", ""mapping"":{""status"":""textually-distinct"",""reached"":null,""note"":""world-english-catholic Esth 8:13 is not mapped onto greek: this edition prints the whole of addition E inside its 8:13"",""system"":""world-english-catholic""}, ""reason"":""no ranked source has been inspected for this locus yet"", ""assertions"":[]}. Two separate axes; research-pending is in the section 9 status table and the mapping refusal carries its own typed note. NON-COERCION PROVED BY CONSTRUCTION: on a scratch copy of src/sources/chronology I authored a gap row scoped {system: world-english-catholic, book: Esth, chapter: 8, first: 13, last: 13} and re-queried with --root; chronology_status moved research-pending -> undated-in-tradition with the authored reason, while mapping.status stayed 'textually-distinct' with the identical note. Neither axis coerces the other. WITNESS PRINTS IT: read past _printed to the tracked bytes src/sources/works/ebible-org/world-english-bible/editions/catholic-eng-web-c/artifacts/verse-text-19-esther-03014412/19-esther.tsv; the row for this locus is present and carries 4034 characters of text. NO DOUBLE COUNT: the Vulgate text it contains (Vulgate Esth 8:13 and addition E = Vulgate Esth 16:1-24) is already in the 35 809-locus primary universe and every one of those loci answers composition-only at HEAD (verified by query). coverage --json at HEAD reports world-english-catholic printed_loci 2094, safely_shared 730, same_text_as_a_system_already_counted 1358, additional_loci 6, by_status {research-pending: 6} - no mapping word anywhere in a chronology status table; top-level by_status textually-distinct 0, not-alignable 0. Guidance 3.0.1 and 9 at HEAD state the two-axis rule and 15.1(9) records the failure. validate exit 0, check 'coverage table current: 1880 rows'."	-	Manifest row faithful to the prior finding. Observation, not a defect: a direct query for a WEC locus the witness does NOT print (e.g. Esth.4.6 --system world-english-catholic) still answers mapping status 'textually-distinct' with note 'no correspondence is recorded ...' rather than naming the not-in-this-edition fact the verse-aliases table records in the greek->WEC direction. It is counted nowhere, so no coverage claim depends on it.
