# Cold independent source audit of the Scripture chronology corpus.
# Audited corpus commit: 2330d63a5 (branch feature/bible-dating).
#
# Every row is a CHANGES_REQUIRED finding that survived an independent adversarial
# re-reading briefed to refute it; most survived two. 68 further findings were
# raised and refuted and are listed in the report, not here — a correction lane
# should not re-raise them without new evidence. 392 PASS rows are not listed.
# Where two verification passes split, the finding is held standing (35 rows).
#
# severity: critical = a materially false date, event, attribution or source
#   identity could reach a consumer as canonical fact. major = semantically wrong
#   without producing a wholly false date. minor = prose or metadata only.
finding_id	claim_id	audit_class	source_record	source_locus	result	severity	issue_type	recommended_action	notes
S6-007	unit:composition.second-book-of-machabees#0	S-sample	artifact.catholic-encyclopedia.volume-9.new-york-1910.newadvent-09495a-6afd1136	"The Books of Machabees" (Bechtel, vol. 9, 1910), II Mach., sections "Contents" and "Author and date"	CHANGES_REQUIRED	major	over-broad-scope-contradicted-by-the-same-source	Narrow this unit's scope to the epitome, 2Mach.2.20-15.40, and author separate units for the two prefixed letters: 2Mach.1.1-1.10 for the first letter ("dated in the year 188 of the Seleucid era (i.e. 124 B.C.)") and 2Mach.1.10-2.19 for the second ("therefore about 163 B.C."), each quoting the article. Douay boundaries verified: 2Mach 2:20 opens the epitomizer's preface ("Now as concerning Judas Machabeus ..."), 2Mach 1 has 36 verses, 2Mach 15 ends at verse 40, matching the article's own "ii, 20-xv, 40".	Source fidelity itself is clean: every quoted string in the basis and the note is verbatim, including the retained text's own stray space in "would be of about the same date ." and the reported-voice care over Jason's lost original. The date, precision (approximate-year), era and the reading of 124 B.C. as a floor that the article's "very probable supposition" turns into an approximate date of writing are all sound for the epitome. The defect is scope alone - and the claim's own note names precisely the collapse the scope commits: "Three distinct compositions must not be collapsed". Consumer-visible now: `tools/tpt scripture-chronology query 2Mach.1.10` returns composition "not earlier than ... 124 B.C. ... the latter would be of about the same date", preferred, inherited, for the opening verse of the letter this same article dates about 163 B.C.; a lead may prefer to rate that critical rather than major, since a materially false date reaches a consumer. Guidance 7 covers this directly: "A composite work whose tradition distinguishes its parts gets units at the size tradition distinguishes, not at the size that is convenient."
S6-009	unit:composition.book-of-daniel#0	S-sample	artifact.catholic-encyclopedia.volume-4.new-york-1908.newadvent-04621b-2a74931e	"Book of Daniel" (Gigot, vol. 4, 1908), section "Authorship and date of composition"	CHANGES_REQUIRED	major	period-gloss-stored-as-composition-date-while-the-source-own-composition-interval-is-dropped	Author the preferred composition interval as 570-536 B.C. with the article's own words in the label ("admits 570-536 B.C. as its date of composition"), keeping 586-536 B.C. only in the note as the article's gloss on the Exile. Separately, because the traditional view as the article states it covers "the whole work, AS FOUND IN THE HEBREW BIBLE", either narrow this unit's scope or author the narrower units its own note contemplates over the deuterocanonical portions (Dan.3.24-90, Dan.13, Dan.14), which the whole-book scope now reaches with a claim the source does not make about them.	The claim's own note concedes the ground of the defect - "586-536 B.C. is the article's own gloss on 'the Exile', not a computed date of writing" - and then stores it as the composition interval anyway, while the article's stated composition interval goes unrecorded; that is the suppressed-alternative shape as well as an interval wider at its begin endpoint than the source supports (586 against 570). Consumer-visible: `tools/tpt scripture-chronology query Dan.1.1` returns composition "during the Exile (586-536 B.C.)", preferred. Secondary defect, same claim, minor on its own: the note's "the article argues at length against the rival dating" strengthens the source - the article sets out the rival case at length and closes "Despite the fact that some of these arguments against the Danielic authorship have not yet been fully disproved, Catholic scholars generally abide by the traditional view, although they are not bound to it by any decision of the Church." Passing dimensions: all quoted strings in basis and note are verbatim; relation `composition` correct; profile correct (traditional view preferred, the Antiochus-Epiphanes dating correctly kept out as a profile boundary under 4.1, not silently corrected); eras and precision otherwise well formed.
V-004	coverage.native.greek.EsthGr.15.10	coverage-gap	artifact.english-college-of-douay.douay-rheims-bible.challoner-gutenberg-1581.deuterocanon-numbering-68ea757a	greek | EsthGr.15.10	CHANGES_REQUIRED	major	mapping-status-standing-in-for-chronology-status	Disposition: mapping-only alias / duplicate. -- Its text is Vulgate Esth 15:13-14, which is IN the primary universe and answers `composition-only` today. 9.3: "An alternate numbering of a safely corresponding locus is **not** new Scripture and is not counted." A merged-right correspondence IS a recorded correspondence; the refusal is a point-vs-run artefact of the API, not a statement that the Greek carries text the Vulgate lacks.	Guidance 9: "The last two are **mapping** answers, and where they arrive live they belong to the mapping axis (3.0.1), not to the chronology axis." Guidance 9.3 point 3: "Cross-system mapping status - safely shared, textually-distinct, not-alignable - reported as its own axis, never as a chronology status."
V-005	coverage.native.world-english-catholic.Dan.3.71	coverage-gap	artifact.english-college-of-douay.douay-rheims-bible.challoner-gutenberg-1581.deuterocanon-numbering-68ea757a	world-english-catholic | Dan.3.71	CHANGES_REQUIRED	major	mapping-status-standing-in-for-chronology-status	Disposition: mapping-only alias / duplicate. -- WEC Dan 3:71 reads "O you cold and heat, bless the Lord! Praise and exalt him above all forever!"; the tracked Clementine Vulgate prints the same couplet at Dan 3:67, "O ye cold and heat, bless the Lord, praise and exalt him above all for ever." - a primary-universe locus that already answers `dated` (3 assertions, composition + historical-setting). Nothing new is being counted. NOTE ALSO: the row's reason names greek SgThree 1:45 and 1:49, and the tracked greek witness prints NEITHER; it prints the cold couplet inside SgThree 1:48 ("O ye light and darkness ... O ye cold and heat ..."). The stated ambiguity is between two verse numbers the witness does not print.	Guidance 9: "The last two are **mapping** answers, and where they arrive live they belong to the mapping axis (3.0.1), not to the chronology axis." Guidance 9.3 point 3: "Cross-system mapping status - safely shared, textually-distinct, not-alignable - reported as its own axis, never as a chronology status."
V-006	coverage.native.world-english-catholic.Esth.1.1	coverage-gap	artifact.english-college-of-douay.douay-rheims-bible.challoner-gutenberg-1581.deuterocanon-numbering-68ea757a	world-english-catholic | Esth.1.1	CHANGES_REQUIRED	major	mapping-status-standing-in-for-chronology-status	Disposition: mapping-only alias / duplicate. -- The verse is a CONTAINER, not new text: it opens "[In the second year of the reign of Ahasuerus the great king, on the first day of Nisan, Mordecai ... saw a vision." (addition A = Vulgate Esth 11:2-12:6) and closes "...two chamberlains.] And it came to pass after these things in the days of Ahasuerus" (= Vulgate Esth 1:1). Both halves are in the primary universe and both answer `composition-only`. What is missing is a locus of its own, which is a granularity fact about this edition, not additional Scripture.	Guidance 9: "The last two are **mapping** answers, and where they arrive live they belong to the mapping axis (3.0.1), not to the chronology axis." Guidance 9.3 point 3: "Cross-system mapping status - safely shared, textually-distinct, not-alignable - reported as its own axis, never as a chronology status."
V-007	coverage.native.world-english-catholic.Esth.3.13	coverage-gap	artifact.english-college-of-douay.douay-rheims-bible.challoner-gutenberg-1581.deuterocanon-numbering-68ea757a	world-english-catholic | Esth.3.13	CHANGES_REQUIRED	major	mapping-status-standing-in-for-chronology-status	Disposition: mapping-only alias / duplicate. -- Container again: ordinary Esth 3:13 ("The message was sent by couriers throughout the kingdom of Ahasuerus...") plus the whole of addition B, which is Vulgate Esth 13:1-7 - primary universe, `composition-only` today.	Guidance 9: "The last two are **mapping** answers, and where they arrive live they belong to the mapping axis (3.0.1), not to the chronology axis." Guidance 9.3 point 3: "Cross-system mapping status - safely shared, textually-distinct, not-alignable - reported as its own axis, never as a chronology status."
V-008	coverage.native.world-english-catholic.Esth.4.6	coverage-gap	artifact.english-college-of-douay.douay-rheims-bible.challoner-gutenberg-1581.deuterocanon-numbering-68ea757a	world-english-catholic | Esth.4.6	CHANGES_REQUIRED	major	mapping-status-standing-in-for-chronology-status	Disposition: should be excluded from supported universe. -- The corpus's own tracked concordance states in words that this edition does not print the verse, and the coverage report counts it as additional native Scripture anyway. `_deuterocanon._printed('world-english-catholic')` has no ('Esth',4,6) key. (The concordance itself is sound: its tiling gate checks only PRINTED verses, so the hole is entirely in `_system_loci`.)	Guidance 9: "The last two are **mapping** answers, and where they arrive live they belong to the mapping axis (3.0.1), not to the chronology axis." Guidance 9.3 point 3: "Cross-system mapping status - safely shared, textually-distinct, not-alignable - reported as its own axis, never as a chronology status."
V-009	coverage.native.world-english-catholic.Esth.5.1	coverage-gap	artifact.english-college-of-douay.douay-rheims-bible.challoner-gutenberg-1581.deuterocanon-numbering-68ea757a	world-english-catholic | Esth.5.1	CHANGES_REQUIRED	major	mapping-status-standing-in-for-chronology-status	Disposition: mapping-only alias / duplicate. -- Addition D, which the Vulgate prints at Esth 15:4-19 - primary universe, `composition-only` today (checked at Esth.15.5, Esth.15.13, Esth.15.14). Same text, one edition's division.	Guidance 9: "The last two are **mapping** answers, and where they arrive live they belong to the mapping axis (3.0.1), not to the chronology axis." Guidance 9.3 point 3: "Cross-system mapping status - safely shared, textually-distinct, not-alignable - reported as its own axis, never as a chronology status."
V-010	coverage.native.world-english-catholic.Esth.5.2	coverage-gap	artifact.english-college-of-douay.douay-rheims-bible.challoner-gutenberg-1581.deuterocanon-numbering-68ea757a	world-english-catholic | Esth.5.2	CHANGES_REQUIRED	major	mapping-status-standing-in-for-chronology-status	Disposition: mapping-only alias / duplicate. -- "And having raised the golden sceptre, he laid it upon her neck, and embraced her..." - the Vulgate's Esth 15:15ff. Already counted.	Guidance 9: "The last two are **mapping** answers, and where they arrive live they belong to the mapping axis (3.0.1), not to the chronology axis." Guidance 9.3 point 3: "Cross-system mapping status - safely shared, textually-distinct, not-alignable - reported as its own axis, never as a chronology status."
V-011	coverage.native.world-english-catholic.Esth.8.13	coverage-gap	artifact.english-college-of-douay.douay-rheims-bible.challoner-gutenberg-1581.deuterocanon-numbering-68ea757a	world-english-catholic | Esth.8.13	CHANGES_REQUIRED	major	mapping-status-standing-in-for-chronology-status	Disposition: mapping-only alias / duplicate. -- Container: ordinary Esth 8:13 plus the whole of addition E = Vulgate Esth 16:1-24 - primary universe, `composition-only` today (checked at Esth.16.1).	Guidance 9: "The last two are **mapping** answers, and where they arrive live they belong to the mapping axis (3.0.1), not to the chronology axis." Guidance 9.3 point 3: "Cross-system mapping status - safely shared, textually-distinct, not-alignable - reported as its own axis, never as a chronology status."
V-012	coverage.native.world-english-catholic.Esth.9.5	coverage-gap	artifact.english-college-of-douay.douay-rheims-bible.challoner-gutenberg-1581.deuterocanon-numbering-68ea757a	world-english-catholic | Esth.9.5	CHANGES_REQUIRED	major	mapping-status-standing-in-for-chronology-status	Disposition: should be excluded from supported universe. -- `_printed('world-english-catholic')` has no ('Esth',9,5) key. The greek witness does print Esth 9:5 and the Vulgate prints Esth 9:5; both are already accounted for on their own axes.	Guidance 9: "The last two are **mapping** answers, and where they arrive live they belong to the mapping axis (3.0.1), not to the chronology axis." Guidance 9.3 point 3: "Cross-system mapping status - safely shared, textually-distinct, not-alignable - reported as its own axis, never as a chronology status."
V-013	coverage.native.world-english-catholic.Esth.9.30	coverage-gap	artifact.english-college-of-douay.douay-rheims-bible.challoner-gutenberg-1581.deuterocanon-numbering-68ea757a	world-english-catholic | Esth.9.30	CHANGES_REQUIRED	major	mapping-status-standing-in-for-chronology-status	Disposition: should be excluded from supported universe. -- `_printed('world-english-catholic')` has no ('Esth',9,30) key.	Guidance 9: "The last two are **mapping** answers, and where they arrive live they belong to the mapping axis (3.0.1), not to the chronology axis." Guidance 9.3 point 3: "Cross-system mapping status - safely shared, textually-distinct, not-alignable - reported as its own axis, never as a chronology status."
V-014	coverage.native.printed_loci-includes-unprinted	coverage-gap	scripts/_chronology.py:1795-1822 (_system_loci) vs scripts/_deuterocanon.py:_printed	native_systems.greek.printed_loci / native_systems.world-english-catholic.printed_loci	CHANGES_REQUIRED	major	fabricated-loci-in-declared-universe	Build each system's universe from `_deuterocanon._printed(system).keys()` rather than from the min-max range fill in `_system_loci`, so a chapter with a hole in its numbering does not manufacture verses. Then re-derive `printed_loci` and `additional_loci`.	Phantom greek loci: Ecclus 1:5, 1:7, 1:21, 3:19, 3:25, 10:21, 11:15, 11:16, 13:14, 16:15, 16:16, 17:5, 17:9, 17:16, 17:18, 17:21, 18:3, 19:18, 19:19, 19:21, 20:3, 22:9, 22:10, 24:18, 24:24, 25:12, 26:19-27, and SgThree 1:45, 1:46, 1:49. Phantom world-english-catholic loci: the same Ecclus set less 3:25, plus Esth 4:6, 9:5, 9:30.
V-015	coverage.native.additional_loci-overcounted	coverage-gap	src/sources/chronology/composition.yaml:1405-1412 and guidance/scripture-chronology.md 3.0.1, 9.3	native_systems.greek.additional_loci=1391, native_systems.world-english-catholic.additional_loci=9	CHANGES_REQUIRED	major	overcounted-universe	Recount `additional_loci` from printed loci only, and treat a recorded merged/split correspondence and a container locus holding already-counted text as `same_text_as_a_system_already_counted` rather than as additional Scripture. Then restate 9.3's total. Also correct 3.0.1's "1 391 of its loci refuse the Vulgate" - that is the whole-greek additional figure, not Ecclesiasticus's; composition.yaml's own "refuses 1 355 of the Greek book's 1 356 loci" is the correct one.	Only one greek Ecclesiasticus locus reaches the Vulgate safely: Ecclus 36:16. greek shared 803 = Bel 42 + Dan 357 + Ecclus 1 + Esth 167 + EsthGr 104 + SgThree 68 + Sus 64.
V-016	coverage.native.no-authoring-route	coverage-gap	scripts/_chronology.py (_scope line 919, _native_assertions line 1465, gap loop line 1676) and src/sources/chronology/gaps.yaml	all ten statusless native loci	CHANGES_REQUIRED	major	unauthorable-status	Before any of the ten can be dispositioned as `undated-in-tradition` or `research-pending`, (1) make `chronology()` consult native-scoped gap rows on the native path, and (2) resolve the EsthGr contradiction - either admit EsthGr to the canon token list or stop letting `scripture_systems()` claim greek addresses it.	Verified at runtime: 'EsthGr' in corpus.books == False; 'SgThree' in corpus.books == False; scripture_systems()['greek'] == ['Bel','Dan','Ecclus','Esth','EsthGr','SgThree','Sus'].
A2-028	event:israel.judges.heli-judgeship#0	A-duration-relative	bible:douay-rheims:1Kings.4.18	1Kings.4.18	CHANGES_REQUIRED	minor	unretained-source-characterised	Remove 'Some Greek copies read twenty years' from the note, or register and retain the witness that carries it and name it in sources. The duration, the containment and the value need no change.	The temporal structure is exemplary and is the very case guidance section 10.0 prints as its worked example: a length, no anchor, containment expressed as duration.within and validated as a real event. The only defect is failure mode 15.1(4): the note asserts a reading of 'some Greek copies' when no retrieval of any Greek witness is retained or named in sources, so the claim about that source cannot be checked. Factual result unchanged.
A4-005	event:israel.exodus.the-plagues-of-egypt#1	A-duration-relative	artifact.catholic-encyclopedia.volume-12.new-york-1911.newadvent-12143a-0612afa4	Catholic Encyclopedia, "Plagues of Egypt"	CHANGES_REQUIRED	minor	over-broad-scope-in-display-label	Make the label carry the source's own scope qualifier, e.g. "the last four, between the beginning of March and the first days of April". The claim's subject is the whole ten-plague series and the query view prints the bare label beside the title "The ten plagues of Egypt", so as displayed it dates ten plagues by a bracket the article gives for four and explicitly withholds from the rest.	Verified: statement is verbatim and the hedge "must have" survives; the note quotes the article's refusal verbatim too. Verified consumer view: `tools/tpt scripture-chronology query Ex.7.25` prints `narrated-event | between the beginning of March and the first days of April | alternate | direct | israel.exodus.the-plagues-of-egypt | The ten plagues of Egypt`. Secondary: the temporal type is a seasonal containment, not an offset from the Exodus; precision 'relative' with anchor israel.exodus.the-exodus places the anchor at the window's END (the departure on 14 Nisan closes it), which is defensible per direction but is not what the source measures from. No year in any era is inferred, which is correct.
A4-013	event:israel.exile.ezechiel.call#0	A-duration-relative	bible:douay-rheims:Ezech.1.1; bible:douay-rheims:Ezech.1.2; bible:douay-rheims:Ezech.1.3; artifact.catholic-encyclopedia.volume-5.new-york-1909.newadvent-05737b-06e3e070	Ezechiel 1:1-3; Catholic Encyclopedia, "Ezekiel"	CHANGES_REQUIRED	minor	unmarked-elision-in-quoted-statement	Insert an ellipsis in the statement and label where Ezech. 1:1 is spliced to Ezech. 1:2, e.g. "in the thirtieth year, in the fourth month, on the fifth day of the month ... the same was the fifth year of the captivity of king Joachin". The temporal content is right and needs no change; only the quotation mark-up does.	Semantics PASS: anchor correct and at the interval's start, direction 'after', value/units (fifth year, fourth month, fifth day) verbatim, no era supplied and the unresolved "thirtieth year" carried as printed. The defect is fidelity only: the stored statement/label runs Ezech. 1:1 straight into Ezech. 1:2 across the dropped words "when I was in the midst of the captives by the river Chobar, the heavens were opened, and I saw the visions of God. On the fifth day of the month," without an elision mark, while the basis prose quotes both verses in full and correctly, and the corpus marks elisions elsewhere with "...". Factual result unchanged.
A7-017	event:israel.judges.capture-of-the-ark#0	A-duration-relative	bible:douay-rheims:1Kings.4.11; bible:douay-rheims:1Kings.4.12; bible:douay-rheims:1Kings.4.18	1Kings.4.11; 1Kings.4.12; 1Kings.4.18	CHANGES_REQUIRED	minor	duration-figure-used-as-the-label-of-a-positional-claim	Keep precision relative and the anchor israel.judges.heli-judgeship (the text does put the anchor's END at this event). Replace the label 'he judged Israel forty years' with a string that names this event's position, e.g. 'on the day the ark of God was taken, at the close of Heli's judgeship'; the forty years belong to israel.judges.heli-judgeship, which already carries them as a duration.	Anchor and direction check out: unlike A7-015 and A7-016 the text does fix this event at one end of the anchor. The defect is display-level but is squarely in this audit class - a duration figure is what a consumer sees as this event's date, and the claim's own note has to say 'The forty years are Heli's, not the ark's'. Factual result unchanged, hence minor.
B-039	binding:prophetic-referent:life-of-christ.nativity@Mich.5.2 AND @Mich.5.2-3	B-binding-scope	artifact.catholic-encyclopedia.volume-10.new-york-1911.newadvent-10278a-0de24478	Catholic Encyclopedia vol. 10, "Book of Micheas"	CHANGES_REQUIRED	minor	duplicate-overlapping-binding	CHANGES_REQUIRED_MERGE	VERIFIED LIVE, not inferred: `tools/scripture-chronology query Mich.5.2` prints each Nativity claim TWICE - 'the year of Rome 750 which he styles 3 B.C.' twice and 'probably the year 7 B.C.' twice - while Mich.5.3 prints each once. `validate` passes, so nothing in the loader catches a same-relation same-event overlap; the equal-width guard exists for composition units only. Neither the referent nor any date is wrong, which is why this is minor, but the-shape section 2 is exactly on point: two copies of one fact, in two lanes of one file (a 'micheas' lane at line 388 and a 'bind-micheas-bethlehem' lane at line 4388), with two different notes and two different source sets already. CORRECTION: merge into the wider binding (Mich 5:2-3, which carries the fuller numbering analysis and the Matthew witness) and delete the narrower, or add a load gate refusing a second binding of the same relation and event over an overlapping scope.
C-006	binding:superscription-setting Ps.53 -> israel.monarchy.david-in-the-desert-of-maon	C	bible:douay-rheims:Ps.53.1-2; passage.george-leo-haydock.douay-rheims-with-haydock-commentary.2014-loreto-feeney-memorial.first-kings-23-maon-chronology	Ps.53.1-2; Haydock 1 Kings 23, artifact pp. 400-401	CHANGES_REQUIRED	minor	quotation not verbatim (terminal punctuation altered inside quotation marks)	Restore the full stop, or move the verse-break marker outside the quoted string. Elsewhere the same convention is correct (Ps 50:1 and Ps 51:1 really do end in a comma), which is what makes this one a slip rather than a convention.	The SUBSTANCE passes. The title names the Ziphites' denunciation (1 Kings 23:19) and the corpus binds the Maon episode of the same continuous narrative; I read 1 Kings 23:19-25 in the tracked text and the denunciation directly causes the pursuit into Maon, so 'the same episode' is textually true and the A.M. 2945 / A.C. 1059 marker that reaches Ps.53.1 is the right chapter's. The note's commitment to move the binding if an event for the denunciation is authored is the correct disposition. Only the quotation needs fixing.
D-004	unit:composition.book-of-ecclesiasticus.greek#0	D	artifact.catholic-encyclopedia.volume-5.new-york-1909.newadvent-05263a-c3fe190d	scripts/_chronology.py:1568-1582 (chronology(), the native-then-mapping path)	CHANGES_REQUIRED	minor	authored scope does not reach one locus inside it; native assertion computed then discarded when the mapping succeeds	When a non-preferred locus converts successfully, carry the native assertions through alongside the shared ones instead of dropping them, or say in the unit's note that the one shared locus is deliberately excluded. Today the whole-book Greek scope silently fails to reach 1 of its 1356 loci.	In chronology(), `native = _native_assertions(...)` is gathered first, but it is returned only on the Unresolved branch; on the shared branch the code sets `mapping = Mapping(system,'shared',...)`, `locus = converted`, and `native` is never read again. Greek Ecclus 36:16 is the single locus of the book the concordance carries safely (the artifact record: 'One locus is recorded, because it was settled by reading the verse: the introit Da pacem Domine sustinentibus te is the Vulgate's 36:18 and the Greek's 36:16'). A consumer asking about Greek Sirach 36:16 therefore receives the date of the Hebrew original and no indication that the Greek translation is separately dated. Kept at minor because what is returned is source-supported and the affected extent is one verse. Related: the load-time gate _refuse_duplicated_native_scopes probes a whole-book native scope only at chapter 1 verse 1, so it never sees this locus; that probe is honest about being 'the cheapest honest question' but it means a whole-book native scope can legally straddle shared and unshared text.
D-005	unit:composition.book-of-ecclesiasticus.greek#0	D	tools/scripture-chronology (CLI epilog examples, lines 100-110)	tools/scripture-chronology:101-110	CHANGES_REQUIRED	minor	stale user-facing example note contradicted by the expected output printed two lines above it	Rewrite the note to say what the invocation now does: the concordance still records no correspondence, so the mapping refuses, and the query nonetheless answers from the natively authored Greek unit (exit 0). This is section 3.0.1's whole point and the help text currently denies it.	The Example's expected-output tuple in tools/scripture-chronology was updated for the native answer ('Ecclus.35.1\tcomposition-only', 'composition\tnot long after ...'), but the `note=` beside it still claims 'exit 1: ... the query refuses'. The two sit in the same literal and disagree. tools/tests/test_chronology.py:1108-1113 shows the authors knew the example had moved - the comment there reads 'This was `Ecclus.35.1 --system greek` until 2026-08-27, when the Greek Ecclesiasticus acquired native chronology and began answering' and the test switched to EsthGr.1.1 - so the CLI note is the one place the migration was missed. The example replay checks stdout, not the note, which is why it passes.
E1-006	event:israel.primeval.deluge#0	E	artifact.catholic-encyclopedia.volume-4.new-york-1908.newadvent-04702a-dd9aa535	"Deluge", section "Time of the Deluge"	CHANGES_REQUIRED	minor	quotation-not-verbatim	In the claim's note, restore the printed spelling 'Lüken' inside the quoted string, or drop the quotation marks and paraphrase. Everything else on this claim stands.	Substance passes on every other dimension. SS10.1 handling is exemplary: 1656 is recorded as era 'am' in the era printed, begin equals end, no conversion, and no range is run against a Christian-era endpoint. The class-E voice test passes twice over - the named modern computers Klaproth and Lueken are correctly excluded from the corpus, and the article's own modern coda ('we must be prepared to assign earlier dates') is quoted as context rather than authored as a claim. Only the transliteration of the umlaut inside a quoted string fails the verbatim rule.
E2-001	event:israel.monarchy.temple-begun#2	E	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04	Howlett, "Biblical Chronology", section "Birth of Abraham to the Exodus", final paragraph (retained text line 164)	CHANGES_REQUIRED	minor	basis-and-note-mischaracterise-the-source	Strike "before rejecting it" from the basis and "Howlett rejects the figures immediately after printing them" from the note. Replace with what the article actually does: it prints Ussher's reckoning, asks "How do these results square with the teaching of science?", and later reaches a different figure of its own (958 B.C.) on Egyptological grounds. The date, era, source and `alternate` disposition are correct and unchanged.	Voice test passes: the corpus correctly records 1010 as Ussher reported by a ranked Catholic source (CE, rank 6), names only the CE artifact as source record, and holds it `alternate` beneath the rank-1 Scripture claim at 3 Kings 6:1. Sec. 4.3's 'never alone' condition is met. Only the characterisation of what Howlett does with the figure is unsupported. The quoted basis string itself is verbatim.
E2-003	event:israel.monarchy.temple-begun#4	E	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04	Howlett, "Biblical Chronology", closing paragraph of "Building of the Temple to its destruction" (retained text line 186); the 958 figure is at line 168	CHANGES_REQUIRED	minor	false-internal-citation-in-note	Correct "four paragraphs earlier" to the true distance, or drop the count and say only that the same article prints 958 B.C. in its preceding section. Date, precision, voice and disposition are correct and unchanged.	Basis quotation is verbatim and the hedge "about" survives into precision approximate-year. Voice is Howlett's own ("We conclude then"), though the 969 originates with Sayce four paragraphs above -- "the foundation of the Temple may be fixed, according to Sayce, for about the year 969" -- which Howlett adopts, so the adoption makes it the source's own assertion and the claim is admissible. Semantic note: Howlett writes "the Temple was built", not "begun"; the corpus holds a separate `israel.monarchy.temple-finished` event, so attaching an undifferentiated "built" year to `temple-begun` is a reading, not a quotation. The label preserves his wording, so a consumer can see it.
E2-004	event:israel.monarchy.temple-begun#5	E	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04	Howlett, "Biblical Chronology", closing sentence of "The Exodus to the building of Solomon's Temple" (retained text line 168)	CHANGES_REQUIRED	minor	false-internal-citation-in-note	Correct "four sections later" to "in the next section" (or drop the count). Date, voice, source and `alternate` disposition are correct and unchanged.	Sec. 4.1 checked deliberately: 958 is reached by adopting modern Egyptological chronology against 3 Kings 6:1 -- the same paragraph rests on "almost a consensus of scientific opinion", Sayce's Ramses II 1348-1281, Driver, and "Wellhausen and Stade regard 6:1 , as a late insertion". This is a modern-critical reconstruction arriving inside a rank-6 Catholic work in that work's own voice. It is not laundered, because the disposition is `alternate`, the rank-1 Scripture claim is preferred, and the note already says "not the traditional figure". Admissible as it stands; the note's disclosure is what makes it so and must not be weakened.
E2-006	event:israel.exile.first-captivity#0	E	passage.george-leo-haydock.douay-rheims-with-haydock-commentary.2014-loreto-feeney-memorial.psalm-70-captivities-usher-chronology	Ps.70.1, commentary note, artifact PDF page 776 (printed p. 740), lines 40-42	CHANGES_REQUIRED	minor	repository-prose-set-inside-quotation-marks	Remove the quotation marks from "explicitly attributed to Usher" in the basis, or replace them with the page's own evidence of attribution (the figures are followed by the siglum "Usher."). Date, era, source and disposition are correct and unchanged.	Sec. 10.1 satisfied: recorded as `am`, not converted, no range against a Christian-era endpoint, and the note says so. Sec. 4.3 satisfied: the source of record is the 2014 Loreto/Feeney Haydock edition (rank 3), Usher is not named alone, and the disposition is `alternate` beneath the rank-1 preferred claim at Dan 1:1. The subject_note is accurate: Reid's "Captivities of the Israelites" (03315a) dates Carchemish to 605 and Joachin's surrender to 597 but attaches no year to the carrying away under Joakim. Note's report that the same commentary calls the Greek title "of no great authority" is verbatim.
E2-008	event:israel.exile.third-captivity#0	E	passage.george-leo-haydock.douay-rheims-with-haydock-commentary.2014-loreto-feeney-memorial.psalm-70-captivities-usher-chronology	Ps.70.1, commentary note, artifact PDF page 776 (printed p. 740), line 41	CHANGES_REQUIRED	minor	lower-rank-preferred-while-rank-1-speaks; quotation not verbatim	Drop the demotion and the new rank-1 claim: 4 Kings 25:2 and 25:8 are already authored, as preferred rank-1 claims, on israel.exile.final-siege and israel.exile.burning-of-the-temple, and re-authoring them on the parent would give one event two dates. Keep only the quotation correction: restore the page's "the last, when the city was destroyed and Sedecias was taken, 3416" in the basis, or drop the quotation marks.	Sec. 10.1 satisfied: `am`, unconverted, no cross-era range even though four B.C. alternates sit beside it. Sec. 4.3 satisfied in form: source of record is the Haydock edition, Usher is not named alone. The note's report that the passage record denies these figures prove the Psalm 88 Babylonian setting is accurate. The subject_note's inventory of the CE's inconsistency (586, 587, 588 and a 536 that contradicts its own article) was checked against the retained texts and holds.
E2-012	unit:composition.gospel-of-matthew#0	E	artifact.catholic-encyclopedia.volume-10.new-york-1911.newadvent-10057a-e7b6ccef	Jacquier, "Gospel of St. Matthew", section on the date of composition, first paragraph (retained text line 189)	CHANGES_REQUIRED	minor	quotation-attributed-to-an-article-that-does-not-contain-it	Either drop the sentence from the note, or attribute it correctly to Durand's "The New Testament" and add artifact.catholic-encyclopedia.volume-14.new-york-1912.newadvent-14530a-0a19aa2c to this claim's sources. As written the note sends a checker to the wrong article, which is the Sec. 15.1(4) shape.	Voice handled correctly: the eight- and fifteen-year figures are Eusebius, Theophylact, Euthymius and Nicephorus, and "about A.D. 38-45" is Jacquier's conversion, which the note says. All six claims on `composition.gospel-of-matthew` are `disputed`, so Sec. 4.4 holds and nothing is preferred. Precision `interval` is right -- one act of writing at an unknown point in the window, not a span.
